ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_CONCEPT	SOURCE_FORM	PARTIAL	PARTIALIDS	CLPA	CONCEPTICON_ID	GLOTTOLOG
433	Tasha_Tujia	water	ʨʰɤ²¹	tɕʰ ɤ ²¹	141	water	ɕʰɤ21	a	296	c197 v084 t004	948	nort2732
434	Duogu_Tujia	water	ʦʰe²¹	tsʰ e ²¹	141	water	cʰe21	a	296	c013 v200 t004	948	nort2732
435	Dianfang_Tujia	water	ʦʰe²¹	tsʰ e ²¹	141	water	cʰe21	a	296	c013 v200 t004	948	nort2732
436	Boluo_Tujia	water	ʦʰe¹³	tsʰ e ¹³	141	water	cʰe13	a	296	c013 v200 t020	948	sout2739
437	Tanxi_Tujia	water	ʦʰe³⁵	tsʰ e ³⁵	141	water	cʰe35	a	296	c013 v200 t017	948	sout2739
438	Tasha_Tujia	we	aŋ²⁴	a ŋ ²⁴ n i ⁵⁵	142	we	aŋ24 ~ aŋ24-ni55	cb	297 298	v130 c795 t008 c105 v191 t041	1212	nort2732
439	Duogu_Tujia	we	ŋa²⁴+ni⁴⁴	ŋ a ²⁴ n i ⁴⁴	142	we	ŋa24-ni44	cb	297 298	c795 v130 t008 c105 v191 t030	1212	nort2732
440	Dianfang_Tujia	we	ŋa³⁵+ni³⁵	ŋ a ³⁵ n i ³⁵	142	we	ŋa35-ni35	cb	297 298	c795 v130 t017 c105 v191 t017	1212	nort2732
441	Boluo_Tujia	we	a³³+ni³³	a ³³ n i ³³	142	we	a33-ni33	ab	299 298	v130 t013 c105 v191 t013	1212	sout2739
442	Tanxi_Tujia	we	ʔa²¹+ni³³	ʔ a ²¹ n i ³³	142	we	ʔa21-ni33	ab	299 298	c405 v130 t004 c105 v191 t013	1212	sout2739
443	Tasha_Tujia	what	ʨʰi̯ɛ²¹	tɕʰ j ɛ ²¹	143	what	ɕʰi̯ɛ21 ~ ɕʰi̯ɛ21-ʆi21	f	300	c197 c564 v229 t004	1236	nort2732
444	Duogu_Tujia	what	naj⁵³+ɕi²¹	n a j ⁵³ ɕ i ²¹	144	what	nay53=ʆi21	cd	301 302	c105 v130 c564 t037 c202 v191 t004	1236	nort2732
445	Dianfang_Tujia	what	naj⁵⁵+ɕi²¹	n a j ⁵⁵ ɕ i ²¹	144	what	nay55=ʆi21 ~ na55=ʆi21	cd	301 302	c105 v130 c564 t041 c202 v191 t004	1236	nort2732
446	Boluo_Tujia	what	ʦʰu⁵³+u³³	tsʰ u ⁵³ u ³³	145	what	cʰu53-u33	ab	303 304	c013 v027 t037 v027 t013	1236	sout2739
447	Tanxi_Tujia	what	ʦʰu⁵⁵+mo²¹	tsʰ u ⁵⁵ m o ²¹	145	what	cʰu55-mo21	ae	303 305	c013 v027 t041 c239 v042 t004	1236	sout2739
448	Tasha_Tujia	white	a²¹+si²¹	a ²¹ s i ²¹	146	white	a21=si21	ab	306 307	v130 t004 c087 v191 t004	1335	nort2732
449	Duogu_Tujia	white	a²¹+si²¹	a ²¹ s i ²¹	146	white	a21=si21	ab	306 307	v130 t004 c087 v191 t004	1335	nort2732
450	Dianfang_Tujia	white	a²¹+si²¹	a ²¹ s i ²¹	146	white	a21=si21	ab	306 307	v130 t004 c087 v191 t004	1335	nort2732
451	Boluo_Tujia	white	si³³	s i ³³	146	white	si33	b	307	c087 v191 t013	1335	sout2739
452	Tanxi_Tujia	white	si³³	s i ³³	146	white	si33	b	307	c087 v191 t013	1335	sout2739
453	Tasha_Tujia	who	a²¹+sɤ²¹	a ²¹ s ɤ ²¹	147	who	a21=sɤ21	ab	308 309	v130 t004 c087 v084 t004	1235	nort2732
454	Duogu_Tujia	who	a⁵³+so²¹	a ⁵³ s o ²¹	147	who	a53=so21	ab	308 309	v130 t037 c087 v042 t004	1235	nort2732
455	Dianfang_Tujia	who	a⁵⁵+se²¹	a ⁵⁵ s e ²¹	147	who	a55=se21	ab	308 309	v130 t041 c087 v200 t004	1235	nort2732
456	Boluo_Tujia	who	a³³+si³³+ŋe³³	a ³³ s i ³³ ŋ e ³³	147	who	a33=si33-ŋe33	abc	308 309 310	v130 t013 c087 v191 t013 c795 v200 t013	1235	sout2739
457	Tanxi_Tujia	who	ʔa³³+si³³	ʔ a ³³ s i ³³	147	who	ʔa33=si33	ab	308 309	c405 v130 t013 c087 v191 t013	1235	sout2739
501	Tasha_Tujia	wind	zɤ²⁴	z ɤ ²⁴	163	wind	zɤ24	a	339	c078 v084 t008	960	nort2732
502	Duogu_Tujia	wind	ze²⁴+su⁵³	z e ²⁴ s u ⁵³	163	wind	ze24-su53	ac	339 340	c078 v200 t008 c087 v027 t037	960	nort2732
503	Dianfang_Tujia	wind	ze³⁵+su⁵⁵	z e ³⁵ s u ⁵⁵	163	wind	ze35-su55	ac	339 340	c078 v200 t017 c087 v027 t041	960	nort2732
504	Boluo_Tujia	wind	ze²¹+ŋej⁴⁵	z e ²¹ ŋ e j ⁴⁵	163	wind	ze21-ŋey45	ab	339 341	c078 v200 t004 c795 v200 c564 t033	960	sout2739
505	Tanxi_Tujia	wind	ze²¹+ŋɨ²¹	z e ²¹ ŋ ɨ ²¹	163	wind	ze21-ŋɨ21 ~ ze21-lĩ21	ab	339 341	c078 v200 t004 c795 v116 t004	960	sout2739
458	Tasha_Tujia	woman	ma²¹+ma⁵⁵	m a ²¹ m a ⁵⁵	148	woman	ma21-ma55	dd	311 311	c239 v130 t004 c239 v130 t041	962	nort2732
459	Duogu_Tujia	woman	ma²¹+ma²¹+ʦe⁴⁴	m a ²¹ m a ²¹ ts e ⁴⁴	148	woman	ma21-ma21-ce44	dde	311 311 312	c239 v130 t004 c239 v130 t004 c015 v200 t030	962	nort2732
460	Dianfang_Tujia	woman	ma²¹+ma²¹+te⁵⁵	m a ²¹ m a ²¹ t e ⁵⁵	148	woman	ma21-ma21-te55	dde	311 311 312	c239 v130 t004 c239 v130 t004 c118 v200 t041	962	nort2732
461	Boluo_Tujia	woman	a¹³+io⁵³+bie²¹	a ¹³ i o ⁵³ b i e ²¹	149	woman	a13=io53-bie21	abc	313 314 315	v130 t020 v191 v042 t037 c254 v191 v200 t004	962	sout2739
462	Tanxi_Tujia	woman	ʔa²¹+jio⁵⁵+be²¹+ŋɨ²¹	ʔ a ²¹ j i o ⁵⁵ b e ²¹ ŋ ɨ ²¹	149	woman	ʔa21=yio55-be21-ŋɨ21	abcf	313 314 315 316	c405 v130 t004 c564 v191 v042 t041 c254 v200 t004 c795 v116 t004	962	sout2739
506	Tasha_Tujia	worm	kʰu̯aj⁵⁵+ʨʰi⁵⁵+la⁵⁵	kʰ w a j ⁵⁵ tɕʰ i ⁵⁵ l a ⁵⁵	164	worm	kʰu̯ay55-ɕʰi55-la55	def	342 343 344	c813 c457 v130 c564 t041 c197 v191 t041 c548 v130 t041	1219	nort2732
507	Duogu_Tujia	worm	kʰuaj²⁴+ʨʰi²¹+la²¹	kʰ u a j ²⁴ tɕʰ i ²¹ l a ²¹	164	worm	kʰuay24-ɕʰi21-la21	def	342 343 344	c813 v027 v130 c564 t008 c197 v191 t004 c548 v130 t004	1219	nort2732
508	Dianfang_Tujia	worm	kʰuaj³⁵+ʨʰi⁵⁵+la⁵⁵	kʰ u a j ³⁵ tɕʰ i ⁵⁵ l a ⁵⁵	164	worm	kʰuay35-ɕʰi55-la55 ~ kʰo35-ɕʰi55-la21	def	342 343 344	c813 v027 v130 c564 t017 c197 v191 t041 c548 v130 t041	1219	nort2732
509	Boluo_Tujia	worm	ka⁵³+doʉ¹³+se²¹	k a ⁵³ d o ʉ ¹³ s e ²¹	165	worm	ka53-doʉ13-se21	abc	345 346 347	c831 v130 t037 c143 v042 v102 t020 c087 v200 t004	1219	sout2739
510	Tanxi_Tujia	worm	ka²¹+dʉ³⁵+se²¹	k a ²¹ d ʉ ³⁵ s e ²¹	165	worm	ka21-dʉ35-se21	abc	345 346 347	c831 v130 t004 c143 v102 t017 c087 v200 t004	1219	sout2739
511	Tasha_Tujia	year	lɔŋ⁵⁵	l ɔ ŋ ⁵⁵	166	year	lɔŋ55	a	348	c548 v067 c795 t041	1226	nort2732
512	Dianfang_Tujia	year	nũ²¹	n ũ ∼ ²¹	166	year	nũ21	a	348	c105 v025 m002 t004	1226	nort2732
513	Tanxi_Tujia	year	niʉ³⁵	n i ʉ ³⁵	166	year	niʉ35	a	348	c105 v191 v102 t017	1226	sout2739
463	Tasha_Tujia	yellow	wan²¹+ka⁵⁵+la⁵⁵	w a n ²¹ k a ⁵⁵ l a ⁵⁵	150	yellow	wan21-ka55-la55	bcd	317 318 319	c457 v130 c105 t004 c831 v130 t041 c548 v130 t041	1424	nort2732
464	Duogu_Tujia	yellow	uã²¹+ka⁵³+lie⁴⁴	u ã ∼ ²¹ k a ⁵³ l i e ⁴⁴	150	yellow	uã21-ka53-lie44	bcd	317 318 319	v027 v147 m002 t004 c831 v130 t037 c548 v191 v200 t030	1424	nort2732
465	Dianfang_Tujia	yellow	wã²¹+ka⁵⁵+la⁵⁵	w ã ∼ ²¹ k a ⁵⁵ l a ⁵⁵	150	yellow	wã21-ka55-la55 ~ wã21-ka55-ka55	bcd	317 318 319	c457 v147 m002 t004 c831 v130 t041 c548 v130 t041	1424	nort2732
466	Boluo_Tujia	yellow	xoʉ³³	x o ʉ ³³	151	yellow	xoʉ33	a	320	c772 v042 v102 t013	1424	sout2739
467	Tanxi_Tujia	yellow	ħʉ³³	ħ ʉ ³³	151	yellow	ħʉ33	a	320	c636 v102 t013	1424	sout2739
