# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	WORDINSOURCE	COUNTERPART	IPA	COGID
893	Aghul_proper	horn	41	kʼarč	kʼarč	kʼarč	180
894	Northern_Tabasaran	horn	41	kʼarč	kʼarč	kʼarč	180
895	Southern_Tabasaran	horn	41	kʼarč	kʼarč	kʼarč	180
896	Gyune_Lezgi	horn	41	karč	karč	karč	180
897	Outgroup_Chechen	horn	41	maʕa {маIа}	маIа	maʕa	181
898	Vartashen_Udi	horn	41	qːˤancː {къаънцI}	къаънцI	qːˤancː	178
#
931	Nidzh_Udi	kill	43	be-s-b-esun {бесбесун}	бесбесун	be-s-b-esun	184
932	Vartashen_Udi	kill	43	be-s-b-esun {бесбесун}	бесбесун	be-s-b-esun	184
933	Archi	kill	43	=ˈača-	=ˈača-	=ˈača-	185
934	Kryts_proper	kill	43	qʼäy-	qʼäy-	qʼäy-	184
935	Alyk_Kryts	kill	43	qʼäy-	qʼäy-	qʼäy-	184
936	Budukh	kill	43	atʼu- {атIу-}	атIу-	atʼu-	186
937	Mishlesh_Tsakhur	kill	43	gʸ=ikʼ- {гʹикIас}	гʹикIас	gʸ=ikʼ-	184
938	Mikik_Tsakhur	kill	43	gʸ=ikʼ-	gʸ=ikʼ-	gʸ=ikʼ-	184
939	Gelmets_Tsakhur	kill	43	gʸ=ikʼ- {гʹикIаз, гикIаз}	гʹикIаз, гикIаз	gʸ=ikʼ-	184
940	Mukhad_Rutul	kill	43	class=iqʼ-i-r {йикьин}	йикьин	class=iqʼ-i-r	184
941	Ixrek_Rutul	kill	43	class=iqʼ-i-r {йикьин}	йикьин	class=iqʼ-i-r	184
942	Luchek_Rutul	kill	43	y=ɨχˤ-ɨ-r	y=ɨχˤ-ɨ-r	y=ɨχˤ-ɨ-r	187
943	Koshan_Aghul	kill	43	kʼ-i-	kʼ-i-	kʼ-i-	184
944	Keren_Aghul	kill	43	kʼʸ-a-	kʼʸ-a-	kʼʸ-a-	184
945	Gequn_Aghul	kill	43	kʼ-e-	kʼ-e-	kʼ-e-	184
946	Fite_Aghul	kill	43	kʼ-e-	kʼ-e-	kʼ-e-	184
947	Aghul_proper	kill	43	kʼ-e-	kʼ-e-	kʼ-e-	184
948	Northern_Tabasaran	kill	43	yikʼ-	yikʼ-	yikʼ-	184
949	Southern_Tabasaran	kill	43	yikʼ-	yikʼ-	yikʼ-	184
950	Gyune_Lezgi	kill	43	r=äqʼˈi-	r=äqʼˈi-	r=äqʼˈi-	184
951	Outgroup_Chechen	kill	43	d=eː-n {дēн}	дēн	d=eː-n	188
952	Gyune_Lezgi	kill	43	qʼˈe-	qʼˈe-	qʼˈe-	184
#
953	Nidzh_Udi	knee	44	kːaˤkːapː {кIаъкIаъпI}	кIаъкIаъпI	kːaˤkːapː	189
954	Vartashen_Udi	knee	44	kːeˤkːepː {кIеъкIеъпI}	кIеъкIеъпI	kːeˤkːepː	189
955	Archi	knee	44	poˤmp	poˤmp	poˤmp	190
956	Kryts_proper	knee	44	pip	pip	pip	190
957	Alyk_Kryts	knee	44	pip	pip	pip	190
958	Budukh	knee	44	pep {пеп}	пеп	pep	190
959	Mishlesh_Tsakhur	knee	44	qʼaraca {кьараца}	кьараца	qʼaraca	191
960	Mikik_Tsakhur	knee	44	qʼaraca	qʼaraca	qʼaraca	191
961	Gelmets_Tsakhur	knee	44	qʼaraca	qʼaraca	qʼaraca	191
962	Mukhad_Rutul	knee	44	qʼʷaqʼ {кьвакь}	кьвакь	qʼʷaqʼ	192
963	Ixrek_Rutul	knee	44	qʼʷaqʼ {кьвакь}	кьвакь	qʼʷaqʼ	192
964	Luchek_Rutul	knee	44	qʼʷaqʼ	qʼʷaqʼ	qʼʷaqʼ	192
965	Koshan_Aghul	knee	44	qʼuqʼ	qʼuqʼ	qʼuqʼ	192
966	Keren_Aghul	knee	44	qʼʷaqʼʷ	qʼʷaqʼʷ	qʼʷaqʼʷ	192
967	Gequn_Aghul	knee	44	qʼʷaqʼʷ ~ qʼuqʼ	qʼʷaqʼʷ ~ qʼuqʼ	qʼʷaqʼʷ ~ qʼuqʼ	192
968	Fite_Aghul	knee	44	qʼʷaqʼʷ	qʼʷaqʼʷ	qʼʷaqʼʷ	192
969	Aghul_proper	knee	44	qʼʷaqʼʷ	qʼʷaqʼʷ	qʼʷaqʼʷ	192
970	Northern_Tabasaran	knee	44	qʼˈamqʼ-a	qʼˈamqʼ-a	qʼˈamqʼ-a	192
971	Southern_Tabasaran	knee	44	qʼamqʼ	qʼamqʼ	qʼamqʼ	192
972	Gyune_Lezgi	knee	44	met	met	met	193
973	Outgroup_Chechen	knee	44	goː-la {гōла}	гōла	goː-la	194
#
974	Nidzh_Udi	know	45	a-va-bak-sun {авабаксун}	авабаксун	a-va-bak-sun	195
975	Vartashen_Udi	know	45	a-ba-bak-sun {абабаксун}	абабаксун	a-ba-bak-sun	195
976	Archi	know	45	sˈini	sˈini	sˈini	196
977	Kryts_proper	know	45	class=äcʼä-	class=äcʼä-	class=äcʼä-	195
978	Alyk_Kryts	know	45	class=acʼa-ra ša-r-	class=acʼa-ra ša-r-	class=acʼa-ra ša-r-	195
979	Budukh	know	45	hacʼə-r- {гьацIар-}	гьацIар-	hacʼə-r-	195
980	Mishlesh_Tsakhur	know	45	class=acʼa {ацIа}	ацIа	class=acʼa	195
981	Mikik_Tsakhur	know	45	class=acʼa-x-	class=acʼa-x-	class=acʼa-x-	195
982	Gelmets_Tsakhur	know	45	class=acʼa-x-	class=acʼa-x-	class=acʼa-x-	195
983	Mukhad_Rutul	know	45	class=acʼ- {вацIас, гьацIас}	вацIас, гьацIас	class=acʼ-	195
984	Ixrek_Rutul	know	45	class=äcʼ- {гьаьцIин}	гьаьцIин	class=äcʼ-	195
985	Luchek_Rutul	know	45	class=acʼ-	class=acʼ-	class=acʼ-	195
986	Koshan_Aghul	know	45	aħa xi- ~ aħa-r xi-	aħa xi- ~ aħa-r xi-	aħa xi- ~ aħa-r xi-	197
987	Keren_Aghul	know	45	ħu-y-e	ħu-y-e	ħu-y-e	197
988	Gequn_Aghul	know	45	ħa-r xa-	ħa-r xa-	ħa-r xa-	197
989	Fite_Aghul	know	45	aχˤi-r xa-	aχˤi-r xa-	aχˤi-r xa-	197
990	Aghul_proper	know	45	y=aʢa-r xa-	y=aʢa-r xa-	y=aʢa-r xa-	197
991	Northern_Tabasaran	know	45	aʁˤˈa-di x-	aʁˤˈa-di x-	aʁˤˈa-di x-	197
992	Southern_Tabasaran	know	45	aʁˤˈu š-	aʁˤˈu š-	aʁˤˈu š-	197
993	Gyune_Lezgi	know	45	čːi-	čːi-	čːi-	198
994	Outgroup_Chechen	know	45	xaʔ-a {хаа}	хаа	xaʔ-a	199
#
995	Nidzh_Udi	leaf	46	χazal {хазал}	хазал	χazal	-560
996	Vartashen_Udi	leaf	46	χazal {хазал}	хазал	χazal	-561
997	Archi	leaf	46	kʼˈačʼi	kʼˈačʼi	kʼˈačʼi	200
998	Kryts_proper	leaf	46	beš	beš	beš	201
999	Alyk_Kryts	leaf	46	yarpaʁ	yarpaʁ	yarpaʁ	-562
1000	Budukh	leaf	46	yarpaʁ {йарпагъ}	йарпагъ	yarpaʁ	-563
1001	Mishlesh_Tsakhur	leaf	46	tʼʸelʸe {тIеле}	тIеле	tʼʸelʸe	202
1002	Mikik_Tsakhur	leaf	46	tʼʸelʸe	tʼʸelʸe	tʼʸelʸe	202
1003	Gelmets_Tsakhur	leaf	46	tʼʸelʸe	tʼʸelʸe	tʼʸelʸe	202
1004	Mukhad_Rutul	leaf	46	qʼuruqʼ {кьурукь}	кьурукь	qʼuruqʼ	203
1005	Ixrek_Rutul	leaf	46	qʼuruqʼ {кьурукь}	кьурукь	qʼuruqʼ	203
1006	Luchek_Rutul	leaf	46	qʼuruqʼ	qʼuruqʼ	qʼuruqʼ	203
1007	Koshan_Aghul	leaf	46	cʼaw	cʼaw	cʼaw	204
1008	Keren_Aghul	leaf	46	pʼaˤž	pʼaˤž	pʼaˤž	201
1009	Gequn_Aghul	leaf	46	pʼaˤž ~ pʼaˤǯ	pʼaˤž ~ pʼaˤǯ	pʼaˤž ~ pʼaˤǯ	201
1010	Fite_Aghul	leaf	46	cʼab	cʼab	cʼab	204
1011	Aghul_proper	leaf	46	cʼab	cʼab	cʼab	204
1012	Northern_Tabasaran	leaf	46	kʼˈaǯ-a	kʼˈaǯ-a	kʼˈaǯ-a	200
1013	Southern_Tabasaran	leaf	46	kʼaǯ	kʼaǯ	kʼaǯ	200
1014	Gyune_Lezgi	leaf	46	beš	beš	beš	201
1015	Outgroup_Chechen	leaf	46	ɣa {гIа}	гIа	ɣa	205
#
1016	Nidzh_Udi	lie	47	bas-kː-sun {баскIсун}	баскIсун	bas-kː-sun	206
1017	Vartashen_Udi	lie	47	bas-kː-sun ~ bas-kː-esun {баскIсун}	баскIсун	bas-kː-sun ~ bas-kː-esun	206
1018	Archi	lie	47	=ˈaχa-	=ˈaχa-	=ˈaχa-	207
1019	Kryts_proper	lie	47	c=uqʼäl-	c=uqʼäl-	c=uqʼäl-	208
1020	Alyk_Kryts	lie	47	qː=aqʼal-	qː=aqʼal-	qː=aqʼal-	208
1021	Budukh	lie	47	qː=aqʼal- {къакьал, къалкьал-}	къакьал, къалкьал-	qː=aqʼal-	208
1022	Mishlesh_Tsakhur	lie	47	qːilʸ=ex- {къалихьас}	къалихьас	qːilʸ=ex-	209
1023	Mikik_Tsakhur	lie	47	ʁilʸ=ex-	ʁilʸ=ex-	ʁilʸ=ex-	209
1024	Mukhad_Rutul	lie	47	l=uk- {лукус ~ лукас}	лукус ~ лукас	l=uk-	210
1025	Ixrek_Rutul	lie	47	ow=l=uk- {ов лукун}	ов лукун	ow=l=uk-	210
1026	Luchek_Rutul	lie	47	l=uk-	l=uk-	l=uk-	210
1027	Koshan_Aghul	lie	47	aχ-a-	aχ-a-	aχ-a-	207
1028	Keren_Aghul	lie	47	fa=tː=ix-a-	fa=tː=ix-a-	fa=tː=ix-a-	209
1029	Gequn_Aghul	lie	47	aχ-a-	aχ-a-	aχ-a-	207
1030	Aghul_proper	lie	47	a=q=ux-a-	a=q=ux-a-	a=q=ux-a-	209
1031	Northern_Tabasaran	lie	47	da=ʔˈaq-	da=ʔˈaq-	da=ʔˈaq-	213
1032	Southern_Tabasaran	lie	47	d=ˈaq-	d=ˈaq-	d=ˈaq-	213
1033	Gyune_Lezgi	lie	47	qːat=xˈi-	qːat=xˈi-	qːat=xˈi-	210
1034	Outgroup_Chechen	lie	47	ʕ=ill-a {Iилла}	Iилла	ʕ=ill-a	209
1035	Ixrek_Rutul	lie	47	k=utʼ-	k=utʼ-	k=utʼ-	211
1036	Koshan_Aghul	lie	47	utː=ark-i- ~ ʁ=ark-i- ~ q=ark-i-	utː=ark-i- ~ ʁ=ark-i- ~ q=ark-i-	utː=ark-i- ~ ʁ=ark-i- ~ q=ark-i-	212
1037	Keren_Aghul	lie	47	a=q=ux-a-	a=q=ux-a-	a=q=ux-a-	209
1038	Gequn_Aghul	lie	47	q=ux-a-	q=ux-a-	q=ux-a-	209
#
1039	Nidzh_Udi	liver	48	maˤyin=papaš {маъйин папаш}	маъйин папаш	maˤyin=papaš	214
1040	Vartashen_Udi	liver	48	maˤin=pušˤpuš	maˤin=pušˤpuš	maˤin=pušˤpuš	214
1041	Archi	liver	48	dilˈikʼ	dilˈikʼ	dilˈikʼ	-564
1042	Kryts_proper	liver	48	läħä=läħkän	läħä=läħkän	läħä=läħkän	215
1043	Alyk_Kryts	liver	48	taχul ~ leha=taχul	taχul ~ leha=taχul	taχul ~ leha=taχul	216
1044	Budukh	liver	48	läqʼ {лаькь}	лаькь	läqʼ	215
1045	Mishlesh_Tsakhur	liver	48	kʼɨlʸkʼam {кIылʹкIам}	кIылʹкIам	kʼɨlʸkʼam	215
1046	Mikik_Tsakhur	liver	48	kʼɨlʸkʼam	kʼɨlʸkʼam	kʼɨlʸkʼam	215
1047	Gelmets_Tsakhur	liver	48	qʼalqʼam	qʼalqʼam	qʼalqʼam	215
1048	Mukhad_Rutul	liver	48	laqʼ {лакь}	лакь	laqʼ	215
1049	Ixrek_Rutul	liver	48	leqʼ {лекь}	лекь	leqʼ	215
1050	Luchek_Rutul	liver	48	laqʼ	laqʼ	laqʼ	215
1051	Koshan_Aghul	liver	48	lekʼ	lekʼ	lekʼ	215
1052	Keren_Aghul	liver	48	lekʼʸ	lekʼʸ	lekʼʸ	215
1053	Gequn_Aghul	liver	48	lekʼʸ	lekʼʸ	lekʼʸ	215
1054	Fite_Aghul	liver	48	likʼʸ	likʼʸ	likʼʸ	215
1055	Aghul_proper	liver	48	lekʼʸ	lekʼʸ	lekʼʸ	215
1056	Northern_Tabasaran	liver	48	lˈikʼ-i	lˈikʼ-i	lˈikʼ-i	215
1057	Southern_Tabasaran	liver	48	kʼarˈu=likʼ	kʼarˈu=likʼ	kʼarˈu=likʼ	215
1058	Gyune_Lezgi	liver	48	läqʼ	läqʼ	läqʼ	215
1059	Outgroup_Chechen	liver	48	doʕax {доIах}	доIах	doʕax	217
#
1060	Nidzh_Udi	long	49	boχo-y {бохой}	бохой	boχo-y	218
1061	Vartashen_Udi	long	49	boχo {бохо}	бохо	boχo	218
1062	Archi	long	49	ˈaqa-tːu-class	ˈaqa-tːu-class	ˈaqa-tːu-class	219
1063	Kryts_proper	long	49	ʕaχ-ti	ʕaχ-ti	ʕaχ-ti	218
1064	Alyk_Kryts	long	49	ʕaqa	ʕaqa	ʕaqa	221
1065	Budukh	long	49	ʕapχu ~ hapχu {гIапху, гIабху, гьапху}	гIапху, гIабху, гьапху	ʕapχu ~ hapχu	218
1066	Mishlesh_Tsakhur	long	49	χɨlʸiː-n ~ χlʸiː-n {хылийн}	хылийн	χɨlʸiː-n ~ χlʸiː-n	220
1067	Mikik_Tsakhur	long	49	χɨlːʸiː-n	χɨlːʸiː-n	χɨlːʸiː-n	220
1068	Gelmets_Tsakhur	long	49	χɨlʸiyi-nʸ	χɨlʸiyi-nʸ	χɨlʸiyi-nʸ	220
1069	Mukhad_Rutul	long	49	χˤulaχ-dɨ {хуIлаIхды}	хуIлаIхды	χˤulaχ-dɨ	220
1070	Ixrek_Rutul	long	49	χulːiχ-dɨ {хуллихды}	хуллихды	χulːiχ-dɨ	220
1071	Luchek_Rutul	long	49	χuleχ-dɨ	χuleχ-dɨ	χuleχ-dɨ	220
1072	Koshan_Aghul	long	49	yirχe-r ~ yerχe-r	yirχe-r ~ yerχe-r	yirχe-r ~ yerχe-r	220
1073	Keren_Aghul	long	49	yarχˤe-f	yarχˤe-f	yarχˤe-f	220
1074	Gequn_Aghul	long	49	yerχe-f	yerχe-f	yerχe-f	220
1075	Fite_Aghul	long	49	yarχi-t	yarχi-t	yarχi-t	220
1076	Aghul_proper	long	49	irχe-f	irχe-f	irχe-f	220
1077	Northern_Tabasaran	long	49	yarχˈi	yarχˈi	yarχˈi	220
1078	Southern_Tabasaran	long	49	yarχˈi	yarχˈi	yarχˈi	220
1079	Gyune_Lezgi	long	49	yärʁˈi	yärʁˈi	yärʁˈi	220
1080	Outgroup_Chechen	long	49	d=eːx-a {деха}	деха	d=eːx-a	220
1081	Archi	long	49	lˈaːχa-tːu-class	lˈaːχa-tːu-class	lˈaːχa-tːu-class	220
#
1082	Nidzh_Udi	louse	50	necː {нецI}	нецI	necː	222
1083	Vartashen_Udi	louse	50	necː {нецI}	нецI	necː	222
1084	Archi	louse	50	nˈacʼː-	nˈacʼː-	nˈacʼː-	222
1085	Kryts_proper	louse	50	liš	liš	liš	223
1086	Alyk_Kryts	louse	50	liš	liš	liš	223
1087	Budukh	louse	50	liš {лиш}	лиш	liš	223
1088	Mishlesh_Tsakhur	louse	50	wixʸ {вихьʹ}	вихьʹ	wixʸ	223
1089	Mikik_Tsakhur	louse	50	wixʸ	wixʸ	wixʸ	223
1090	Gelmets_Tsakhur	louse	50	wixʸ	wixʸ	wixʸ	223
1091	Mukhad_Rutul	louse	50	lix {лихь}	лихь	lix	223
1092	Ixrek_Rutul	louse	50	lix {лихь}	лихь	lix	223
1093	Luchek_Rutul	louse	50	lixʸ	lixʸ	lixʸ	223
1094	Koshan_Aghul	louse	50	netː	netː	netː	222
1095	Keren_Aghul	louse	50	netː	netː	netː	222
1096	Gequn_Aghul	louse	50	netː	netː	netː	222
1097	Fite_Aghul	louse	50	nitː	nitː	nitː	222
1098	Aghul_proper	louse	50	netː	netː	netː	222
1099	Northern_Tabasaran	louse	50	nˈicː-i	nˈicː-i	nˈicː-i	222
1100	Southern_Tabasaran	louse	50	nicː	nicː	nicː	222
1101	Gyune_Lezgi	louse	50	net	net	net	222
1102	Outgroup_Chechen	louse	50	meza {меза}	меза	meza	222
#
1103	Nidzh_Udi	man	51	iš-qːar {ишкъар}	ишкъар	iš-qːar	224
1104	Vartashen_Udi	man	51	išu {ишу}	ишу	išu	224
1105	Archi	man	51	bošˈor	bošˈor	bošˈor	225
1106	Kryts_proper	man	51	firi	firi	firi	224
1107	Alyk_Kryts	man	51	furi	furi	furi	224
1108	Budukh	man	51	furi {фури}	фури	furi	224
1109	Mishlesh_Tsakhur	man	51	adamiː {адамий}	адамий	adamiː	-565
1110	Mikik_Tsakhur	man	51	adami	adami	adami	-566
1111	Gelmets_Tsakhur	man	51	adami	adami	adami	-567
1112	Mukhad_Rutul	man	51	wɨɣɨl {выгыл}	выгыл	wɨɣɨl	226
1113	Ixrek_Rutul	man	51	wɨɣɨl-dɨ {выгIылды}	выгIылды	wɨɣɨl-dɨ	226
1114	Luchek_Rutul	man	51	wɨɣɨl-dɨ	wɨɣɨl-dɨ	wɨɣɨl-dɨ	226
1115	Koshan_Aghul	man	51	ile-r	ile-r	ile-r	227
1116	Keren_Aghul	man	51	idemi	idemi	idemi	-568
1117	Gequn_Aghul	man	51	eremi	eremi	eremi	-569
1118	Fite_Aghul	man	51	edim	edim	edim	-570
1119	Aghul_proper	man	51	idemi	idemi	idemi	-571
1120	Northern_Tabasaran	man	51	žʷi	žʷi	žʷi	224
1121	Southern_Tabasaran	man	51	admˈi	admˈi	admˈi	-572
1122	Gyune_Lezgi	man	51	tːim	tːim	tːim	-573
1123	Outgroup_Chechen	man	51	stag {стаг}	стаг	stag	228
#
1124	Nidzh_Udi	many	52	gele {ҝеле, геле}	ҝеле, геле	gele	229
1125	Vartashen_Udi	many	52	gölö {ҝоьлоь, гоьлоь}	ҝоьлоь, гоьлоь	gölö	229
1126	Archi	many	52	nˈaːqʼukan ~ nˈoːqʼukan ~ nˈoːqʼukun ~ nˈaːqʼukun-nu-class	nˈaːqʼukan ~ nˈoːqʼukan ~ nˈoːqʼukun ~ nˈaːqʼukun-nu-class	nˈaːqʼukan ~ nˈoːqʼukan ~ nˈoːqʼukun ~ nˈaːqʼukun-nu-class	230
1127	Kryts_proper	many	52	parä	parä	parä	-574
1128	Alyk_Kryts	many	52	χayla	χayla	χayla	-575
1129	Budukh	many	52	läħ-ki ~ läħ-ki-ǯe {лаьхIки ~ лаьхIкидже}	лаьхIки ~ лаьхIкидже	läħ-ki ~ läħ-ki-ǯe	231
1130	Mishlesh_Tsakhur	many	52	χe-class-adv.class {херра}	херра	χe-class-adv.class	231
1131	Mikik_Tsakhur	many	52	χe-class-adv.class	χe-class-adv.class	χe-class-adv.class	231
1132	Gelmets_Tsakhur	many	52	χˤa-class-adv.class	χˤa-class-adv.class	χˤa-class-adv.class	231
1133	Mukhad_Rutul	many	52	bala {бала}	бала	bala	232
1134	Ixrek_Rutul	many	52	balä {балаь}	балаь	balä	232
1135	Luchek_Rutul	many	52	bala	bala	bala	232
1136	Koshan_Aghul	many	52	pːara	pːara	pːara	-576
1137	Keren_Aghul	many	52	pːara	pːara	pːara	-577
1138	Gequn_Aghul	many	52	pːara	pːara	pːara	-578
1139	Fite_Aghul	many	52	pːara	pːara	pːara	-579
1140	Aghul_proper	many	52	pːara	pːara	pːara	-580
1141	Northern_Tabasaran	many	52	aχˤ=čʼʷˈa	aχˤ=čʼʷˈa	aχˤ=čʼʷˈa	233
1142	Southern_Tabasaran	many	52	aχˤu=čʼʷˈiʔ	aχˤu=čʼʷˈiʔ	aχˤu=čʼʷˈiʔ	233
1143	Gyune_Lezgi	many	52	gizˈaf	gizˈaf	gizˈaf	-581
1144	Outgroup_Chechen	many	52	duqa {дукха}	дукха	duqa	234
#
1145	Nidzh_Udi	meat	53	yeqː {йекъ}	йекъ	yeqː	235
1146	Vartashen_Udi	meat	53	eqː {екъ}	екъ	eqː	235
1147	Archi	meat	53	aƛʼ	aƛʼ	aƛʼ	235
1148	Kryts_proper	meat	53	yek	yek	yek	235
1149	Alyk_Kryts	meat	53	yak	yak	yak	235
1150	Budukh	meat	53	yək {йак}	йак	yək	235
1151	Mishlesh_Tsakhur	meat	53	čura {чура}	чура	čura	236
1152	Mikik_Tsakhur	meat	53	čuru	čuru	čuru	236
1153	Gelmets_Tsakhur	meat	53	čuroy	čuroy	čuroy	236
1154	Mukhad_Rutul	meat	53	yak {йак, як}	йак, як	yak	235
1155	Ixrek_Rutul	meat	53	yak {як}	як	yak	235
1156	Luchek_Rutul	meat	53	yak	yak	yak	235
1157	Koshan_Aghul	meat	53	yakː	yakː	yakː	235
1158	Keren_Aghul	meat	53	yakː	yakː	yakː	235
1159	Gequn_Aghul	meat	53	yakː	yakː	yakː	235
1160	Fite_Aghul	meat	53	yikː	yikː	yikː	235
1161	Aghul_proper	meat	53	yakː	yakː	yakː	235
1162	Northern_Tabasaran	meat	53	yˈakː-a	yˈakː-a	yˈakː-a	235
1163	Southern_Tabasaran	meat	53	yikː	yikː	yikː	235
1164	Gyune_Lezgi	meat	53	yak	yak	yak	235
1165	Outgroup_Chechen	meat	53	žiži-g {жижиг}	жижиг	žiži-g	237
#
1166	Nidzh_Udi	moon	54	χaš {хаш}	хаш	χaš	238
1167	Vartashen_Udi	moon	54	χaš {хаш}	хаш	χaš	238
1168	Archi	moon	54	bac	bac	bac	239
1169	Kryts_proper	moon	54	väz	väz	väz	239
1170	Alyk_Kryts	moon	54	vaz	vaz	vaz	239
1171	Budukh	moon	54	vəz {ваз}	ваз	vəz	239
1172	Mishlesh_Tsakhur	moon	54	waz {ваз}	ваз	waz	239
1173	Mikik_Tsakhur	moon	54	waz	waz	waz	239
1174	Gelmets_Tsakhur	moon	54	waz	waz	waz	239
1175	Mukhad_Rutul	moon	54	waz {ваз}	ваз	waz	239
1176	Ixrek_Rutul	moon	54	waz {ваз}	ваз	waz	239
1177	Luchek_Rutul	moon	54	waz	waz	waz	239
1178	Koshan_Aghul	moon	54	waz	waz	waz	239
1179	Keren_Aghul	moon	54	waz	waz	waz	239
1180	Gequn_Aghul	moon	54	waz	waz	waz	239
1181	Fite_Aghul	moon	54	waz	waz	waz	239
1182	Aghul_proper	moon	54	waz	waz	waz	239
1183	Northern_Tabasaran	moon	54	wˈaʒ-a	wˈaʒ-a	wˈaʒ-a	239
1184	Southern_Tabasaran	moon	54	waz	waz	waz	239
1185	Gyune_Lezgi	moon	54	warʒ	warʒ	warʒ	239
1186	Outgroup_Chechen	moon	54	butt {бутт}	бутт	butt	239
#
1187	Nidzh_Udi	mountain	55	b-ur-uχ {бурух}	бурух	b-ur-uχ	240
1188	Vartashen_Udi	mountain	55	b-ur-uχ {бурух}	бурух	b-ur-uχ	240
1189	Archi	mountain	55	mul	mul	mul	241
1190	Kryts_proper	mountain	55	bel	bel	bel	242
1191	Alyk_Kryts	mountain	55	daʁ	daʁ	daʁ	-582
1192	Budukh	mountain	55	daʁ {дагъ}	дагъ	daʁ	-583
1193	Mishlesh_Tsakhur	mountain	55	sɨwa {сыва}	сыва	sɨwa	240
1194	Mikik_Tsakhur	mountain	55	sɨwa ~ suwa	sɨwa ~ suwa	sɨwa ~ suwa	240
1195	Gelmets_Tsakhur	mountain	55	sɨwa	sɨwa	sɨwa	240
1196	Mukhad_Rutul	mountain	55	sɨw ~ suw {сыв ~ сув}	сыв ~ сув	sɨw ~ suw	240
1197	Ixrek_Rutul	mountain	55	sɨw {сыв}	сыв	sɨw	240
1198	Luchek_Rutul	mountain	55	sɨw	sɨw	sɨw	240
1199	Koshan_Aghul	mountain	55	sːu	sːu	sːu	240
1200	Keren_Aghul	mountain	55	su	su	su	240
1201	Gequn_Aghul	mountain	55	su	su	su	240
1202	Fite_Aghul	mountain	55	suw	suw	suw	240
1203	Aghul_proper	mountain	55	su	su	su	240
1204	Northern_Tabasaran	mountain	55	siw	siw	siw	240
1205	Southern_Tabasaran	mountain	55	siw	siw	siw	240
1206	Gyune_Lezgi	mountain	55	daʁ	daʁ	daʁ	-584
1207	Outgroup_Chechen	mountain	55	lam {лам}	лам	lam	241
#
1208	Nidzh_Udi	mouth	56	žˤomo {жIомо}	жIомо	žˤomo	243
1209	Vartashen_Udi	mouth	56	žˤomo-χ {жIомох}	жIомох	žˤomo-χ	243
1210	Archi	mouth	56	sːob	sːob	sːob	244
1211	Kryts_proper	mouth	56	siv	siv	siv	244
1212	Alyk_Kryts	mouth	56	siy	siy	siy	244
1213	Budukh	mouth	56	siv {сив}	сив	siv	244
1214	Mishlesh_Tsakhur	mouth	56	ɣalʸ {гIалʹ}	гIалʹ	ɣalʸ	245
1215	Mikik_Tsakhur	mouth	56	ɣalʸ	ɣalʸ	ɣalʸ	245
1216	Gelmets_Tsakhur	mouth	56	ɣalʸ	ɣalʸ	ɣalʸ	245
1217	Mukhad_Rutul	mouth	56	ɣal {гал}	гал	ɣal	245
1218	Ixrek_Rutul	mouth	56	ɣal {гIал}	гIал	ɣal	245
1219	Luchek_Rutul	mouth	56	ɣal	ɣal	ɣal	245
1220	Koshan_Aghul	mouth	56	siw	siw	siw	244
1221	Keren_Aghul	mouth	56	sib	sib	sib	244
1222	Gequn_Aghul	mouth	56	siw	siw	siw	244
1223	Fite_Aghul	mouth	56	siw	siw	siw	244
1224	Aghul_proper	mouth	56	siw	siw	siw	244
1225	Northern_Tabasaran	mouth	56	ˈužʷ-u	ˈužʷ-u	ˈužʷ-u	244
1226	Southern_Tabasaran	mouth	56	ušʷ	ušʷ	ušʷ	244
1227	Gyune_Lezgi	mouth	56	siw	siw	siw	244
1228	Outgroup_Chechen	mouth	56	baga {бага}	бага	baga	246
#
1229	Nidzh_Udi	name	57	cːi {цIи}	цIи	cːi	247
1230	Vartashen_Udi	name	57	cːi {цIи}	цIи	cːi	247
1231	Archi	name	57	cʼor	cʼor	cʼor	247
1232	Kryts_proper	name	57	tɨr	tɨr	tɨr	247
1233	Alyk_Kryts	name	57	tur	tur	tur	247
1234	Budukh	name	57	tur {тур}	тур	tur	247
1235	Mishlesh_Tsakhur	name	57	do {до}	до	do	247
1236	Mikik_Tsakhur	name	57	do	do	do	247
1237	Gelmets_Tsakhur	name	57	do	do	do	247
1238	Mukhad_Rutul	name	57	dur {дур}	дур	dur	247
1239	Ixrek_Rutul	name	57	dur {дур}	дур	dur	247
1240	Luchek_Rutul	name	57	dur	dur	dur	247
1241	Koshan_Aghul	name	57	tːur	tːur	tːur	247
1242	Keren_Aghul	name	57	tːur	tːur	tːur	247
1243	Gequn_Aghul	name	57	tːur	tːur	tːur	247
1244	Fite_Aghul	name	57	tːur	tːur	tːur	247
1245	Aghul_proper	name	57	tːur	tːur	tːur	247
1246	Northern_Tabasaran	name	57	ʒur	ʒur	ʒur	247
1247	Southern_Tabasaran	name	57	čːʷur	čːʷur	čːʷur	247
1248	Gyune_Lezgi	name	57	tʼar	tʼar	tʼar	247
1249	Outgroup_Chechen	name	57	cʼe {цIе}	цIе	cʼe	247
#
2275	Nidzh_Udi	near	103	išˤa ~ ɨšˤa {иъшIа ~ ыъшIа}	иъшIа ~ ыъшIа	išˤa ~ ɨšˤa	452
