ID	_DOCULECT	_CONCEPTx	IPA	TOKENS	POS	COGID	ID_IN_SOURCE	CHINESE_GLOSS	SOURCE	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE
215	Heqi	bird	t͡sou₄₄t͡sɿ₃₃	t͡s ou ₄₄ t͡s ɿ ₃₃	?	326	61	鸟	Allen2007	tsou44tsɿ33	bird
216	Lanping	bird	t͡su₅₅t͡sɿ₅₅	t͡s u ₅₅ t͡s ɿ ₅₅	?	326	61	鸟	Allen2007	tsu55tsɿ55	bird
217	Qiliqiao	bird	t͡so₄₄	t͡s o ₄₄	?	326	61	鸟	Allen2007	tso44	bird
218	Yunlong	bird	t͡su₄₄	t͡s u ₄₄	?	326	61	鸟	Allen2007	tsu44	bird
219	Xiangyun	bird	t͡sɔ₄₄	t͡s ɔ ₄₄	?	326	61	鸟	Allen2007	tsɔ44	bird
220	Luobenzhuo	bird	t͡suɔ₅₅	t͡s uɔ ₅₅	?	326	61	鸟	Allen2007	tsuɔ55	bird
221	Tuoluo	bitter	qʰo₃₃	qʰ o ₃₃	?	1074	1074	?	Wang2006a	qʰo33	bitter
222	Gongxing	bitter	q|hmu₂₂	q| h m u ₂₂	?	1074	1074	?	Wang2006a	q|hmu22	bitter
223	Enqi	bitter	qʰu₂₂	qʰ u ₂₂	?	1074	1074	?	Wang2006a	qʰu22	bitter
224	Ega	bitter	qʰu₂₂	qʰ u ₂₂	?	1074	1074	?	Wang2006a	qʰu22	bitter
225	Jinman	bitter	qʰu₂₂	qʰ u ₂₂	?	1074	1074	?	Wang2006a	qʰu22	bitter
226	Jinxing	bitter	qʰu₂₂	qʰ u ₂₂	?	1074	1074	?	Wang2006a	qʰu22	bitter
227	Dashi	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	1074	?	Wang2006a	kʰu33	bitter
228	Zhoucheng	bitter	kʰu₃₁	kʰ u ₃₁	?	1074	1074	?	Wang2006a	kʰu31	bitter
229	Mazhelong	bitter	kʰu₃₃kʰǝɯ₃₃	kʰ u ₃₃ kʰ ǝɯ ₃₃	?	1074	1074	?	Wang2006a	kʰu33kʰǝɯ33	bitter
230	Jianchuan	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
231	Eryuan	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
232	Heqi	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
233	Lanping	bitter	kʰu₄₄	kʰ u ₄₄	?	1074	438	苦	Allen2007	kʰu44	bitter
234	Qiliqiao	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
235	Yunlong	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
236	Xiangyun	bitter	kʰu₃₃	kʰ u ₃₃	?	1074	438	苦	Allen2007	kʰu33	bitter
237	Luobenzhuo	bitter	qʰɤ₃₃	qʰ ɤ ₃₃	?	1074	438	苦	Allen2007	qʰɤ33	bitter
238	Tuoluo	black	xɚ₄₂	x ɚ ₄₂	?	1005	1005	?	Wang2006a	[xɚ42]	black
239	Gongxing	black	χe₂₄	χ e ₂₄	?	1005	1005	?	Wang2006a	χe24	black
240	Enqi	black	χɯ₅₅	χ ɯ ₅₅	?	1005	1005	?	Wang2006a	χɯ55	black
241	Ega	black	xɯ₄₄	x ɯ ₄₄	?	1005	1005	?	Wang2006a	xɯ44	black
242	Jinman	black	xɯ₅₅	x ɯ ₅₅	?	1005	1005	?	Wang2006a	xɯ55	black
243	Jinxing	black	xɯ₄₄	x ɯ ₄₄	?	1005	1005	?	Wang2006a	xɯ44	black
244	Dashi	black	xɯ₄₄	x ɯ ₄₄	?	1005	1005	?	Wang2006a	xɯ44	black
245	Zhoucheng	black	xɯ₄₄	x ɯ ₄₄	?	1005	1005	?	Wang2006a	xɯ44	black
246	Mazhelong	black	xɯ₄₄	x ɯ ₄₄	?	1005	1005	?	Wang2006a	xɯ44	black
247	Jianchuan	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
248	Eryuan	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
249	Heqi	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
250	Lanping	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
251	Qiliqiao	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
252	Yunlong	black	xɯ₄₄	x ɯ ₄₄	?	1005	410	黑	Allen2007	xɯ44	black
253	Xiangyun	black	xou₄₄	x ou ₄₄	?	1005	410	黑	Allen2007	xou44	black
254	Luobenzhuo	black	xɯ₅₅	x ɯ ₅₅	?	1005	410	黑	Allen2007	xɯ55	black
255	Tuoluo	blood	suɔ₄₂	s uɔ ₄₂	?	129	129	?	Wang2006a	suɔ42	blood
256	Gongxing	blood	sua₂₄	s ua ₂₄	?	129	129	?	Wang2006a	sua24	blood
257	Enqi	blood	sua₅₅	s ua ₅₅	?	129	129	?	Wang2006a	sua55	blood
258	Ega	blood	sua₄₄	s ua ₄₄	?	129	129	?	Wang2006a	sua44	blood
259	Jinman	blood	sua₅₅	s ua ₅₅	?	129	129	?	Wang2006a	sua55	blood
260	Jinxing	blood	suɑ₄₄	s uɑ ₄₄	?	129	129	?	Wang2006a	suɑ44	blood
261	Dashi	blood	sʰua₄₄	sʰ ua ₄₄	?	129	129	?	Wang2006a	sʰua44	blood
262	Zhoucheng	blood	sua₄₄	s ua ₄₄	?	129	129	?	Wang2006a	sua44	blood
263	Mazhelong	blood	sua₄₄	s ua ₄₄	?	129	129	?	Wang2006a	sua44	blood
264	Jianchuan	blood	sua₄₄	s ua ₄₄	?	129	145	血	Allen2007	sua44	blood
265	Eryuan	blood	sua₄₄	s ua ₄₄	?	129	145	血	Allen2007	sua44	blood
266	Heqi	blood	sʰua₄₄	sʰ ua ₄₄	?	129	145	血	Allen2007	sʰua44	blood
267	Lanping	blood	sua₄₄	s ua ₄₄	?	129	145	血	Allen2007	sua44	blood
268	Qiliqiao	blood	ʃua₄₄	ʃ ua ₄₄	?	129	145	血	Allen2007	ʃua44	blood
269	Yunlong	blood	sua₄₄	s ua ₄₄	?	129	145	血	Allen2007	sua44	blood
270	Xiangyun	blood	sua₄₄	s ua ₄₄	?	129	145	血	Allen2007	sua44	blood
271	Luobenzhuo	blood	sua₅₅	s ua ₅₅	?	129	145	血	Allen2007	sua55	blood
272	Tuoluo	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰɯ55	blow (the trumpet)
273	Gongxing	blow	pu₅₅	p u ₅₅	verb	1218	1218	?	Wang2006a	pu55	blow (the trumpet)
274	Enqi	blow	pʰɯ₂₄	pʰ ɯ ₂₄	verb	1218	1218	?	Wang2006a	pʰɯ24	blow (the trumpet)
275	Ega	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰɯ55	blow (the trumpet)
276	Jinman	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰɯ55	blow (the trumpet)
277	Jinxing	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰɯ55	blow (the trumpet)
278	Dashi	blow	pʰu₅₅	pʰ u ₅₅	verb	1218	1218	?	Wang2006a	pʰu55	blow (the trumpet)
279	Zhoucheng	blow	pʰǝɯ₅₅	pʰ ǝɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰǝɯ55	blow (the trumpet)
280	Mazhelong	blow	pʰǝɯ₅₅	pʰ ǝɯ ₅₅	verb	1218	1218	?	Wang2006a	pʰǝɯ55	blow (the trumpet)
281	Jianchuan	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	266	吹	Allen2007	pʰɯ55	blow
282	Eryuan	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	266	吹	Allen2007	pʰɯ55	blow
283	Heqi	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	266	吹	Allen2007	pʰɯ55	blow
284	Lanping	blow	pʰu₅₅	pʰ u ₅₅	verb	1218	266	吹	Allen2007	pʰu55	blow
285	Qiliqiao	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	266	吹	Allen2007	pʰɯ55	blow
286	Yunlong	blow	pʰɯ₅₅	pʰ ɯ ₅₅	verb	1218	266	吹	Allen2007	pʰɯ55	blow
287	Xiangyun	blow	pʰou₅₅	pʰ ou ₅₅	verb	1218	266	吹	Allen2007	pʰou55	blow
288	Luobenzhuo	blow	pʰɯ₄₄	pʰ ɯ ₄₄	verb	1218	266	吹	Allen2007	pʰɯ44	blow
289	Tuoluo	boil	huɔ₄₂	h uɔ ₄₂	verb	1462	1462	?	Wang2006a	huɔ42	(water) be boiling
290	Gongxing	boil	xua₂₄	x ua ₂₄	verb	1462	1462	?	Wang2006a	xua24	(water) be boiling
291	Enqi	boil	χua₅₅	χ ua ₅₅	verb	1462	1462	?	Wang2006a	χua55	(water) be boiling
292	Ega	boil	xua₄₄	x ua ₄₄	verb	1462	1462	?	Wang2006a	xua44	(water) be boiling
293	Jinman	boil	xua₅₅	x ua ₅₅	verb	1462	1462	?	Wang2006a	xua55	(water) be boiling
294	Jinxing	boil	xuɑ₄₄	x uɑ ₄₄	verb	1462	1462	?	Wang2006a	xuɑ44	(water) be boiling
295	Zhoucheng	boil	xua₄₄	x ua ₄₄	verb	1462	1462	?	Wang2006a	xua44	(water) be boiling
296	Mazhelong	boil	xua₄₄	x ua ₄₄	verb	1462	1462	?	Wang2006a	xua44	(water) be boiling
297	Jianchuan	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
298	Eryuan	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
299	Heqi	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
300	Lanping	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
301	Qiliqiao	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
302	Yunlong	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
303	Xiangyun	boil	xua₄₄	x ua ₄₄	verb	1462	312	沸（水开）	Allen2007	xua44	boil(water)
304	Luobenzhuo	boil	χua₄₄	χ ua ₄₄	verb	1462	312	沸（水开）	Allen2007	χua44	boil(water)
305	Tuoluo	bone	ku₄₂	k u ₄₂	?	133	133	?	Wang2006a	ku42	bone
306	Gongxing	bone	qua₂₄	q ua ₂₄	?	133	133	?	Wang2006a	qua24	bone
307	Enqi	bone	qua₅₅	q ua ₅₅	?	133	133	?	Wang2006a	qua55	bone
308	Ega	bone	qua₄₄	q ua ₄₄	?	133	133	?	Wang2006a	qua44	bone
309	Jinman	bone	qua₅₅	q ua ₅₅	?	133	133	?	Wang2006a	qua55	bone
310	Jinxing	bone	kuɑ₄₄	k uɑ ₄₄	?	133	133	?	Wang2006a	kuɑ44	bone
311	Dashi	bone	kua₄₄	k ua ₄₄	?	133	133	?	Wang2006a	kua44	bone
312	Zhoucheng	bone	kua₄₄	k ua ₄₄	?	133	133	?	Wang2006a	kua44	bone
313	Mazhelong	bone	kua₄₄	k ua ₄₄	?	133	133	?	Wang2006a	kua44	bone
314	Jianchuan	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	?	133	144	骨头	Allen2007	kua44tɯ21	bone
315	Eryuan	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	?	133	144	骨头	Allen2007	kua44tɯ21	bone
316	Heqi	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	?	133	144	骨头	Allen2007	kua44tɯ21	bone
317	Lanping	bone	kua₄₄t͡se₄₄	k ua ₄₄ t͡s e ₄₄	?	133	144	骨头	Allen2007	kua44tse44	bone
318	Qiliqiao	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	?	133	144	骨头	Allen2007	kua44tɯ21	bone
319	Yunlong	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	?	133	144	骨头	Allen2007	kua44tɯ21	bone
320	Xiangyun	bone	kua₄₄tou₂₁	k ua ₄₄ t ou ₂₁	?	133	144	骨头	Allen2007	kua44tou21	bone
321	Luobenzhuo	bone	qua₅₅t͡sɛ₄₄	q ua ₅₅ t͡s ɛ ₄₄	?	133	144	骨头	Allen2007	qua55tsɛ44	bone
322	Tuoluo	breast	bo₄₂	b o ₄₂	?	94	94	?	Wang2006a	bo42	breasts
323	Gongxing	breast	ba₂₁	b a ₂₁	?	94	94	?	Wang2006a	ba21	breasts
324	Enqi	breast	pa₂₁	p a ₂₁	?	94	94	?	Wang2006a	pa21	breasts
325	Ega	breast	pa₄₂	p a ₄₂	?	94	94	?	Wang2006a	pa42	breasts
326	Jinman	breast	pa₄₂	p a ₄₂	?	94	94	?	Wang2006a	pa42	breasts
327	Jinxing	breast	pɑ₄₂	p ɑ ₄₂	?	94	94	?	Wang2006a	pɑ42	breasts
328	Dashi	breast	pa₄₂	p a ₄₂	?	94	94	?	Wang2006a	pa42	breasts
329	Zhoucheng	breast	pa₄₂	p a ₄₂	?	94	94	?	Wang2006a	pa42	breasts
330	Mazhelong	breast	ŋɔŋ₃₃	ŋ ɔ ŋ ₃₃	?	94	94	?	Wang2006a	[ŋɔŋ33]	breasts
331	Jianchuan	breast	pa₄₂	p a ₄₂	?	94	138	乳房	Allen2007	pa42	breast
332	Eryuan	breast	pa₄₂	p a ₄₂	?	94	138	乳房	Allen2007	pa42	breast
333	Heqi	breast	pa₄₂tu₃₅	p a ₄₂ t u ₃₅	?	94	138	乳房	Allen2007	pa42tu35	breast
334	Lanping	breast	pa₄₂pe₅₅	p a ₄₂ p e ₅₅	?	94	138	乳房	Allen2007	pa42pe55	breast
335	Qiliqiao	breast	pa₄₂ku₂₁	p a ₄₂ k u ₂₁	?	94	138	乳房	Allen2007	pa42ku21	breast
336	Yunlong	breast	pa₄₂	p a ₄₂	?	94	138	乳房	Allen2007	pa42	breast
337	Xiangyun	breast	pa₄₂	p a ₄₂	?	94	138	乳房	Allen2007	pa42	breast
338	Luobenzhuo	breast	pa₄₄	p a ₄₄	?	94	138	乳房	Allen2007	pa44	breast
339	Tuoluo	bridge	gɤ₃₅	g ɤ ₃₅	?	70	70	?	Wang2006a	gv35	bridge
340	Gongxing	bridge	gu₁₂	g u ₁₂	?	70	70	?	Wang2006a	gu12	bridge
341	Enqi	bridge	ku₂₁	k u ₂₁	?	70	70	?	Wang2006a	ku21	bridge
342	Ega	bridge	kɤ₂₁	k ɤ ₂₁	?	70	70	?	Wang2006a	kv21	bridge
343	Jinman	bridge	kɤ₂₁	k ɤ ₂₁	?	70	70	?	Wang2006a	kv21	bridge
344	Jinxing	bridge	kuo₂₁	k uo ₂₁	?	70	70	?	Wang2006a	kuo21	bridge
345	Dashi	bridge	ku₂₁	k u ₂₁	?	70	70	?	Wang2006a	ku21	bridge
346	Zhoucheng	bridge	ku₂₁	k u ₂₁	?	70	70	?	Wang2006a	ku21	bridge
347	Mazhelong	bridge	kɤ₂₁	k ɤ ₂₁	?	70	70	?	Wang2006a	kv21	bridge
348	Jianchuan	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
349	Eryuan	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
350	Heqi	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
351	Lanping	bridge	kuɔ₃₁	k uɔ ₃₁	?	70	172	桥	Allen2007	kuɔ31	bridge
352	Qiliqiao	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
353	Yunlong	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
354	Xiangyun	bridge	ku₂₁	k u ₂₁	?	70	172	桥	Allen2007	ku21	bridge
355	Luobenzhuo	bridge	qẽ₅₅kɤ₃₃	q ẽ ₅₅ k ɤ ₃₃	?	70	172	桥	Allen2007	qẽ55kɤ33	bridge
356	Tuoluo	buckwheat	gɤ₃₅	g ɤ ₃₅	?	413	413	?	Wang2006a	gv35	buckwheat
357	Gongxing	buckwheat	gao₁₂	g ao ₁₂	?	413	413	?	Wang2006a	gao12	buckwheat
358	Enqi	buckwheat	ku₂₁	k u ₂₁	?	413	413	?	Wang2006a	ku21	buckwheat
359	Ega	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	413	?	Wang2006a	kv21	buckwheat
360	Jinman	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	413	?	Wang2006a	kv21	buckwheat
361	Jinxing	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	413	?	Wang2006a	kv21	buckwheat
362	Dashi	buckwheat	ko₂₁	k o ₂₁	?	413	413	?	Wang2006a	ko21	buckwheat
363	Zhoucheng	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	413	?	Wang2006a	kv21	buckwheat
364	Mazhelong	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	413	?	Wang2006a	kv21	buckwheat
365	Jianchuan	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	96	荞	Allen2007	kɤ21	buckwheat
366	Eryuan	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	96	荞	Allen2007	kɤ21	buckwheat
367	Heqi	buckwheat	kuɔ₂₁	k uɔ ₂₁	?	413	96	荞	Allen2007	kuɔ21	buckwheat
368	Lanping	buckwheat	kɔ₂₁	k ɔ ₂₁	?	413	96	荞	Allen2007	kɔ21	buckwheat
369	Qiliqiao	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	96	荞	Allen2007	kɤ21	buckwheat
370	Yunlong	buckwheat	kɤ₂₁	k ɤ ₂₁	?	413	96	荞	Allen2007	kɤ21	buckwheat
371	Xiangyun	buckwheat	kɯ₂₁	k ɯ ₂₁	?	413	96	荞	Allen2007	kɯ21	buckwheat
372	Luobenzhuo	buckwheat	kɤ₃₁	k ɤ ₃₁	?	413	96	荞	Allen2007	kɤ31	buckwheat
373	Tuoluo	buy	ma₂₁	m a ₂₁	verb	1516	1516	?	Wang2006a	ma21	buy
374	Gongxing	buy	mæ₄₂	m æ ₄₂	verb	1516	1516	?	Wang2006a	mæ42	buy
375	Enqi	buy	mæ₄₃	m æ ₄₃	verb	1516	1516	?	Wang2006a	mæ43	buy
376	Ega	buy	ma₄₂	m a ₄₂	verb	1516	1516	?	Wang2006a	ma42	buy
377	Jinman	buy	ma₄₂	m a ₄₂	verb	1516	1516	?	Wang2006a	ma42	buy
378	Jinxing	buy	ma₄₂	m a ₄₂	verb	1516	1516	?	Wang2006a	ma42	buy
379	Dashi	buy	mɚ₄₂	m ɚ ₄₂	verb	1516	1516	?	Wang2006a	mɚ42	buy
380	Zhoucheng	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	1516	?	Wang2006a	mɛ42	buy
381	Mazhelong	buy	mɚ₂₁	m ɚ ₂₁	verb	1516	1516	?	Wang2006a	mɚ21	buy
382	Jianchuan	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	301	买	Allen2007	mɛ42	buy
383	Eryuan	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	301	买	Allen2007	mɛ42	buy
384	Heqi	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	301	买	Allen2007	mɛ42	buy
385	Lanping	buy	mæ₄₂	m æ ₄₂	verb	1516	301	买	Allen2007	mæ42	buy
386	Qiliqiao	buy	mɛ₃₂	m ɛ ₃₂	verb	1516	301	买	Allen2007	mɛ32	buy
387	Yunlong	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	301	买	Allen2007	mɛ42	buy
388	Xiangyun	buy	mɛ₄₂	m ɛ ₄₂	verb	1516	301	买	Allen2007	mɛ42	buy
389	Luobenzhuo	buy	ma₃₁	m a ₃₁	verb	1516	301	买	Allen2007	ma31	buy
390	Tuoluo	carry on back	vɚ₃₃	v ɚ ₃₃	verb	1151	1151	?	Wang2006a	vɚ33	carry (shoulder)
391	Ega	carry on back	vɛ₂₂	v ɛ ₂₂	verb	1151	1151	?	Wang2006a	vɛ22	carry (shoulder)
392	Jinman	carry on back	ve₂₂	v e ₂₂	verb	1151	1151	?	Wang2006a	ve22	carry (shoulder)
393	Jinxing	carry on back	v₃₃	v ₃₃	verb	1151	1151	?	Wang2006a	v33	carry (shoulder)
394	Dashi	carry on back	jɚ₃₁	j ɚ ₃₁	verb	1151	1151	?	Wang2006a	(jɚ31)	carry (shoulder)
395	Zhoucheng	carry on back	jɛ₂₁	j ɛ ₂₁	verb	1151	1151	?	Wang2006a	(jɛ21)	carry (shoulder)
396	Mazhelong	carry on back	pa₂₁	p a ₂₁	verb	1151	1151	?	Wang2006a	pa21[/piɛ̃42]	carry (shoulder)
397	Jianchuan	carry on back	jɛ₄₂	j ɛ ₄₂	verb	1151	283	背（物）	Allen2007	jɛ42	carry(thing) on back
398	Eryuan	carry on back	jɛ₄₂	j ɛ ₄₂	verb	1151	283	背（物）	Allen2007	jɛ42	carry(thing) on back
399	Heqi	carry on back	jɛ̃₄₂	j ɛ̃ ₄₂	verb	1151	283	背（物）	Allen2007	jɛ̃42	carry(thing) on back
400	Lanping	carry on back	vɛ₃₃	v ɛ ₃₃	verb	1151	283	背（物）	Allen2007	vɛ33	carry(thing) on back
401	Qiliqiao	carry on back	jɛ₃₂	j ɛ ₃₂	verb	1151	283	背（物）	Allen2007	jɛ32	carry(thing) on back
402	Yunlong	carry on back	jɛ₄₂	j ɛ ₄₂	verb	1151	283	背（物）	Allen2007	jɛ42	carry(thing) on back
403	Xiangyun	carry on back	pa₃₁	p a ₃₁	verb	1151	283	背（物）	Allen2007	pa31	carry(thing) on back
404	Luobenzhuo	carry on back	ve₃₃	v e ₃₃	verb	1151	283	背（物）	Allen2007	ve33	carry(thing) on back
405	Jianchuan	carry on back	ma₂₁	m a ₂₁	verb	1151	284	背（人）	Allen2007	ma21	carry person on back
406	Heqi	carry on back	pɔu₃₁	p ɔu ₃₁	verb	1151	284	背（人）	Allen2007	pɔu31	carry person on back
407	Lanping	carry on back	ma₂₁	m a ₂₁	verb	1151	284	背（人）	Allen2007	ma21	carry person on back
408	Qiliqiao	carry on back	tɛ₃₃	t ɛ ₃₃	verb	1151	284	背（人）	Allen2007	tɛ33	carry person on back
409	Yunlong	carry on back	pao₂₁	p ao ₂₁	verb	1151	284	背（人）	Allen2007	pao21	carry person on back
410	Xiangyun	carry on back	pa₃₁	p a ₃₁	verb	1151	284	背（人）	Allen2007	pa31	carry person on back
411	Luobenzhuo	carry on back	bo₄₄	b o ₄₄	verb	1151	284	背（人）	Allen2007	bo44	carry person on back
412	Tuoluo	cat	hɔ₄₂lɔ₃₅	h ɔ ₄₂ l ɔ ₃₅	?	291	291	?	Wang2006a	hɔ42lɔ35	cat
413	Gongxing	cat	xua₅₅lao₂₁	x ua ₅₅ l ao ₂₁	?	291	291	?	Wang2006a	xua55lao21	cat
414	Enqi	cat	xuæ₅₅lo₂₁	x uæ ₅₅ l o ₂₁	?	291	291	?	Wang2006a	xuæ55lo21	cat
415	Ega	cat	xua₅₅lo₂₁	x ua ₅₅ l o ₂₁	?	291	291	?	Wang2006a	xua55lo21	cat
416	Jinman	cat	xua₅₅lo₂₁	x ua ₅₅ l o ₂₁	?	291	291	?	Wang2006a	xua55lo21	cat
417	Jinxing	cat	ɑ̃ni₅₅	ɑ̃ n i ₅₅	?	291	291	?	Wang2006a	ɑ̃ni55	cat
418	Dashi	cat	aŋ₅₅ni₅₅	a ŋ ₅₅ n i ₅₅	?	291	291	?	Wang2006a	aŋ55ni55	cat
419	Zhoucheng	cat	a₅₅mi₅₅	a ₅₅ m i ₅₅	?	291	291	?	Wang2006a	a55mi55	cat
420	Mazhelong	cat	a₅₅ni₅₅t͡si₃₃	a ₅₅ n i ₅₅ t͡s i ₃₃	?	291	291	?	Wang2006a	a55ni55tsi33	cat
421	Jianchuan	cat	a₅₅ni₅₅	a ₅₅ n i ₅₅	?	291	51	猫	Allen2007	a55ni55	cat
422	Eryuan	cat	a₅₅ni₅₅	a ₅₅ n i ₅₅	?	291	51	猫	Allen2007	a55ni55	cat
423	Heqi	cat	ni₃₅tɯ₂₁	n i ₃₅ t ɯ ₂₁	?	291	51	猫	Allen2007	ni35tɯ21	cat
424	Lanping	cat	ni₅₅	n i ₅₅	?	291	51	猫	Allen2007	ni55	cat
425	Qiliqiao	cat	a₅₅mi₅₅	a ₅₅ m i ₅₅	?	291	51	猫	Allen2007	a55mi55	cat
426	Yunlong	cat	mi₅₅	m i ₅₅	?	291	51	猫	Allen2007	mi55	cat
427	Xiangyun	cat	a₅₅mi₅₅	a ₅₅ m i ₅₅	?	291	51	猫	Allen2007	a55mi55	cat
428	Luobenzhuo	cat	χua₅₅lao₃₁	χ ua ₅₅ l ao ₃₁	?	291	51	猫	Allen2007	χua55lao31	cat
429	Tuoluo	chicken	qɛ₅₅	q ɛ ₅₅	?	293	293	?	Wang2006a	qɛ55	chicken
430	Gongxing	chicken	qɛ₅₅	q ɛ ₅₅	?	293	293	?	Wang2006a	qɛ55	chicken
431	Enqi	chicken	qɛ₂₄	q ɛ ₂₄	?	293	293	?	Wang2006a	qE24	chicken
432	Ega	chicken	qɛ₅₅	q ɛ ₅₅	?	293	293	?	Wang2006a	qɛ55	chicken
433	Jinman	chicken	qɛ̃₅₅	q ɛ̃ ₅₅	?	293	293	?	Wang2006a	qɛ̃55	chicken
434	Jinxing	chicken	ki₅₅	k i ₅₅	?	293	293	?	Wang2006a	ki55	chicken
435	Dashi	chicken	ke₃₅	k e ₃₅	?	293	293	?	Wang2006a	ke35	chicken
436	Zhoucheng	chicken	ke₃₅	k e ₃₅	?	293	293	?	Wang2006a	ke35	chicken
437	Mazhelong	chicken	ke₅₅	k e ₅₅	?	293	293	?	Wang2006a	ke55	chicken
438	Jianchuan	chicken	ke₅₅	k e ₅₅	?	293	59	鸡	Allen2007	ke55	chicken
439	Eryuan	chicken	kʲe₃₅	kʲ e ₃₅	?	293	59	鸡	Allen2007	kʲe35	chicken
440	Heqi	chicken	ke₃₅	k e ₃₅	?	293	59	鸡	Allen2007	ke35	chicken
441	Lanping	chicken	kẽ₅₅	k ẽ ₅₅	?	293	59	鸡	Allen2007	kẽ55	chicken
442	Qiliqiao	chicken	ke₃₅	k e ₃₅	?	293	59	鸡	Allen2007	ke35	chicken
443	Yunlong	chicken	ke₃₅	k e ₃₅	?	293	59	鸡	Allen2007	ke35	chicken
444	Xiangyun	chicken	kʲe₃₅	kʲ e ₃₅	?	293	59	鸡	Allen2007	kʲe35	chicken
445	Luobenzhuo	chicken	qɛ̃₃₅	q ɛ̃ ₃₅	?	293	59	鸡	Allen2007	qɛ̃35	chicken
446	Tuoluo	chirp	ma₃₅	m a ₃₅	verb	1521	1521	?	Wang2006a	ma35	(birds)cry/chirp
447	Gongxing	chirp	mæ₁₂	m æ ₁₂	verb	1521	1521	?	Wang2006a	mæ12	(birds)cry/chirp
448	Enqi	chirp	mæ₂₁	m æ ₂₁	verb	1521	1521	?	Wang2006a	mæ21	(birds)cry/chirp
449	Jinxing	chirp	man₂₁	m a n ₂₁	verb	1521	1521	?	Wang2006a	man21	(birds)cry/chirp
